timestamp,username,action,entity_type,entity_id,description
2025-06-12T01:15:03.427479,admin,updated,policy,c297b2c6-31fe-496a-88bf-b37905f8be3a,Policy '' updated.
2025-06-12T01:15:07.733959,admin,updated,policy,c297b2c6-31fe-496a-88bf-b37905f8be3a,Policy '' updated.
2025-06-12T01:15:09.988778,admin,updated,policy,4fcc17a5-2231-474d-a369-5a3ef595bfeb,Policy '' updated.
2025-06-12T01:15:24.685726,admin,updated,policy,eb58c9e6-8a32-4be0-9592-c98a7c628a4c,Policy '' updated.
2025-06-12T01:15:28.089741,admin,updated,policy,b298c602-f45a-4b25-a6a1-e7eb90063b79,Policy '' updated.
2025-06-12T01:16:20.351910,admin,updated,policy,4fcc17a5-2231-474d-a369-5a3ef595bfeb,Policy '' updated.
2025-06-12T01:17:19.164355,admin,updated,policy,4fcc17a5-2231-474d-a369-5a3ef595bfeb,Policy '' updated.
2025-06-12T01:18:09.576494,admin,add,Operator,>,"Operator "">"" added."
2025-06-12T01:18:12.344709,admin,add,Operator,<,"Operator ""<"" added."
2025-06-12T01:18:49.402878,admin,created,policy,0f8f7a89-b27c-4c85-bcc2-a221f18314dc,Policy 'tpol24' created.
2025-06-12T01:18:59.129260,admin,logout,User,dcd29fae-dc93-4c09-983d-6399d495216c,User logged out.
2025-06-12T01:19:05.287585,approver,login,User,f59f542d-07c4-4b31-8a7f-bcbbdec99aa7,User logged in successfully.
2025-06-12T01:19:09.809647,approver,updated,policy,0f8f7a89-b27c-4c85-bcc2-a221f18314dc,Policy '' updated.
2025-06-12T01:19:15.470406,approver,logout,User,f59f542d-07c4-4b31-8a7f-bcbbdec99aa7,User logged out.
2025-06-12T01:19:23.044530,admin,login,User,dcd29fae-dc93-4c09-983d-6399d495216c,User logged in successfully.
2025-06-12T01:43:53.801258,admin,add,Operator,=,"Operator ""="" added."
2025-06-12T01:43:57.088150,admin,add,Operator,<=,"Operator ""<="" added."
2025-06-12T01:44:05.695608,admin,add,Operator,>=,"Operator "">="" added."
2025-06-12T01:44:11.576757,admin,add,Operator,!=,"Operator ""!="" added."
2025-06-12T01:44:30.632787,admin,updated,policy,c297b2c6-31fe-496a-88bf-b37905f8be3a,Policy '' updated.
2025-06-12T01:44:31.729093,admin,updated,policy,b4e26b01-2356-4de8-b647-5d6b3c0e1316,Policy '' updated.
2025-06-12T01:44:32.530349,admin,updated,policy,7105bbb5-3944-4934-8f95-5169b1306a96,Policy '' updated.
2025-06-12T01:44:36.727864,admin,updated,policy,0f8f7a89-b27c-4c85-bcc2-a221f18314dc,Policy '' updated.
2025-06-12T01:56:38.311609,admin,created,policy,3d3bb38f-a1b5-462d-b0f7-24d4fed5dd37,Policy 'tp1' created.
2025-06-12T02:00:28.236659,admin,created,policy,377deab9-9f76-471f-8020-26d8f413f464,Policy 'tp1' created.
2025-06-12T02:01:21.350797,admin,logout,User,dcd29fae-dc93-4c09-983d-6399d495216c,User logged out.
2025-06-12T02:01:28.802163,approver,login,User,f59f542d-07c4-4b31-8a7f-bcbbdec99aa7,User logged in successfully.
2025-06-12T02:01:31.576612,approver,updated,policy,377deab9-9f76-471f-8020-26d8f413f464,Policy '' updated.
2025-06-12T02:01:34.343206,approver,logout,User,f59f542d-07c4-4b31-8a7f-bcbbdec99aa7,User logged out.
2025-06-12T02:01:40.761400,admin,login,User,dcd29fae-dc93-4c09-983d-6399d495216c,User logged in successfully.
2025-06-12T10:08:22.862809,admin,created,policy,e2828edf-d23c-43fb-a7ec-0a78e70222c8,Policy 'tp2' created.
2025-06-12T13:05:03.187973,admin,add,Category,testCategory,"Category ""testCategory"" added."
